Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,Country
D2,18/08/02,Oberhausen,Braunschweig,2,0,H,0,0,D,1.909,3.25,3.4,1.95,3.1,3.35,2.0,3.1,3.2,1.909,3.2,3.5,2.15,3.2,2.8,1.6,2.05,DE
D2,18/08/02,Reutlingen,Lubeck,1,3,A,0,2,A,1.833,3.25,3.6,1.85,3.25,3.65,1.8,3.1,3.8,1.85,3.3,3.5,1.95,3.2,3.2,1.7,1.9,DE
D2,18/08/02,St Pauli,Ahlen,1,4,A,1,0,H,1.8,3.25,3.75,1.91,3.3,3.46,2.0,3.1,3.2,1.8,3.25,3.8,1.9,3.25,3.3,1.6,2.05,DE
D2,19/08/02,Freiburg,Ein Frankfurt,0,2,A,0,0,D,1.727,3.2,4.333,1.9,3.15,3.6,2.0,3.1,3.2,1.75,3.3,4.0,1.7,3.2,4.25,1.78,1.9,DE
D2,23/08/02,Ein Frankfurt,Greuther Furth,2,0,H,1,0,H,1.727,3.2,4.333,1.73,3.4,4.35,1.65,3.3,4.4,1.727,3.3,4.2,1.75,3.25,3.85,1.81,1.86,DE
D2,23/08/02,Ein Trier,Karlsruhe,3,0,H,3,0,H,2.2,3.25,2.75,2.2,3.15,2.9,2.0,3.1,3.2,2.1,3.1,3.1,2.35,3.1,2.55,1.8,1.85,DE
D2,23/08/02,Lubeck,St Pauli,6,0,H,2,0,H,2.1,3.25,2.875,2.15,3.25,3.3,2.0,3.1,3.2,2.1,3.2,3.0,1.9,3.25,3.3,1.7,1.95,DE
D2,25/08/02,Ahlen,Freiburg,1,3,A,0,1,A,2.4,3.25,2.5,2.45,3.15,2.58,2.2,3.0,2.9,2.3,3.2,2.625,2.45,3.1,2.45,1.8,1.85,DE
D2,25/08/02,Braunschweig,Reutlingen,1,2,A,1,0,H,1.8,3.25,3.75,1.75,3.4,4.0,1.8,3.1,3.8,1.75,3.25,4.0,1.7,3.3,4.1,1.65,1.95,DE
D2,25/08/02,Duisburg,Burghausen,0,0,D,0,0,D,1.615,3.5,4.5,1.65,3.45,4.8,1.75,3.2,4.0,1.615,3.4,4.75,1.5,3.6,5.2,1.75,1.9,DE
D2,25/08/02,Mainz,Mannheim,2,0,H,0,0,D,1.667,3.25,4.5,1.6,3.45,5.0,1.65,3.3,4.4,1.6,3.3,5.0,1.6,3.4,4.6,1.65,2.0,DE
D2,25/08/02,Union Berlin,Oberhausen,0,0,D,0,0,D,1.727,3.2,4.333,1.7,3.4,4.5,1.7,3.2,4.2,1.7,3.3,4.333,1.6,3.4,4.6,1.75,1.85,DE
D2,26/08/02,Aachen,FC Koln,0,0,D,0,0,D,2.75,3.2,2.25,2.82,3.2,2.25,2.7,3.0,2.3,2.8,3.2,2.2,2.95,3.1,2.1,1.7,1.9,DE
D2,10/09/02,Burghausen,Aachen,2,2,D,0,1,A,2.0,3.2,3.2,1.99,3.2,3.45,1.85,3.1,3.6,2.0,3.2,3.2,1.9,3.25,3.3,2.05,1.62,DE
D2,10/09/02,FC Koln,Ein Frankfurt,3,2,H,1,1,D,1.909,3.25,3.4,2.0,3.2,3.45,1.9,3.1,3.5,1.909,3.2,3.5,1.85,3.25,3.45,1.72,1.96,DE
D2,10/09/02,Greuther Furth,Ahlen,1,1,D,1,0,H,1.909,3.25,3.4,2.01,3.15,3.42,2.0,3.1,3.2,1.909,3.25,3.4,1.8,3.3,3.6,1.85,1.8,DE
D2,10/09/02,Karlsruhe,Duisburg,1,1,D,1,1,D,2.2,3.25,2.75,2.25,3.15,2.9,2.2,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.05,1.81,1.85,DE
D2,10/09/02,Mannheim,Ein Trier,0,2,A,0,1,A,2.0,3.2,3.2,1.96,3.1,3.4,2.1,3.0,3.1,2.0,3.2,3.2,1.8,3.3,3.6,1.75,1.96,DE
D2,11/09/02,Freiburg,Lubeck,2,1,H,1,0,H,1.667,3.25,4.5,1.8,3.4,4.6,1.6,3.4,4.6,1.667,3.3,4.5,1.6,3.4,4.6,1.75,1.91,DE
D2,11/09/02,Oberhausen,Mainz,1,0,H,0,0,D,2.5,3.1,2.5,2.5,3.15,2.48,2.4,3.0,2.6,2.5,3.1,2.5,2.45,3.1,2.45,1.9,1.78,DE
D2,11/09/02,Reutlingen,Union Berlin,0,1,A,0,0,D,2.25,3.2,2.75,2.28,3.15,2.68,2.3,3.0,2.7,2.25,3.2,2.7,2.3,3.2,2.55,1.76,1.91,DE
D2,11/09/02,St Pauli,Braunschweig,7,1,H,2,1,H,1.909,3.25,3.4,1.91,3.2,3.75,1.75,3.2,4.0,1.909,3.2,3.5,1.95,3.3,3.1,1.72,1.92,DE
D2,13/09/02,Aachen,Karlsruhe,2,0,H,0,0,D,1.909,3.25,3.4,1.95,3.35,3.48,1.85,3.1,3.6,1.909,3.25,3.4,2.1,3.2,2.85,,,DE
D2,13/09/02,Ahlen,FC Koln,0,0,D,0,0,D,2.5,3.25,2.375,2.71,3.1,2.4,2.5,3.0,2.5,2.5,3.25,2.375,2.7,3.1,2.25,,,DE
D2,13/09/02,Ein Trier,Duisburg,3,0,H,1,0,H,2.0,3.2,3.2,2.07,3.2,3.15,2.0,3.1,3.2,2.0,3.2,3.2,2.1,3.15,2.9,1.6,2.05,DE
D2,15/09/02,Ein Frankfurt,Burghausen,0,2,A,0,1,A,1.444,3.75,6.0,1.46,3.75,6.25,1.5,3.7,5.0,1.4,3.75,7.0,1.4,3.7,6.5,1.8,1.9,DE
D2,15/09/02,Lubeck,Greuther Furth,1,2,A,0,0,D,1.8,3.25,3.8,1.88,3.25,3.75,1.9,3.3,3.2,1.85,3.25,3.6,1.85,3.3,3.4,1.8,1.9,DE
D2,15/09/02,Mainz,Reutlingen,1,3,A,0,2,A,1.533,3.25,5.2,1.58,3.6,5.2,1.55,3.5,4.8,1.571,3.5,5.0,1.5,3.5,5.4,1.75,1.95,DE
D2,15/09/02,Mannheim,Oberhausen,1,0,H,1,0,H,1.909,3.2,3.2,2.13,3.15,3.11,2.0,3.1,3.2,2.1,3.2,3.0,2.0,3.2,3.1,1.95,1.75,DE
D2,15/09/02,Union Berlin,St Pauli,4,2,H,0,1,A,1.727,3.25,4.2,1.82,3.38,3.85,1.8,3.1,3.8,1.8,3.3,3.75,1.75,3.4,3.7,1.9,1.85,DE
D2,16/09/02,Braunschweig,Freiburg,0,2,A,0,1,A,2.875,3.3,2.1,3.2,3.2,2.11,3.1,3.0,2.1,3.0,3.2,2.1,2.8,3.15,2.15,1.7,1.95,DE
D2,18/09/02,Mainz,Ein Trier,2,0,H,1,0,H,,,,1.92,3.2,3.3,1.9,3.1,3.5,1.75,3.3,3.8,1.8,3.2,3.75,1.7,1.95,DE
D2,20/09/02,Burghausen,Ahlen,3,1,H,0,1,A,2.375,3.25,2.5,2.3,3.25,2.62,2.3,3.0,2.7,2.3,3.2,2.625,2.2,3.15,2.75,1.9,1.8,DE
D2,20/09/02,Duisburg,Aachen,3,3,D,1,3,A,1.8,3.25,3.75,1.85,3.25,4.0,1.75,3.2,4.0,1.75,3.25,4.0,1.75,3.3,3.8,1.95,1.8,DE
D2,20/09/02,Reutlingen,Mannheim,3,2,H,0,1,A,1.8,3.25,3.75,1.85,3.26,3.91,1.85,3.1,3.6,1.8,3.25,3.8,1.75,3.3,3.8,1.85,1.87,DE
D2,22/09/02,FC Koln,Lubeck,2,1,H,1,1,D,1.615,3.4,5.0,1.6,3.45,4.6,1.65,3.3,4.4,1.6,3.4,4.75,1.5,3.55,5.25,1.6,2.15,DE
D2,22/09/02,Freiburg,Union Berlin,4,0,H,1,0,H,1.727,3.4,4.0,1.7,3.41,4.1,1.7,3.2,4.2,1.7,3.3,4.0,1.65,3.3,4.4,1.8,1.9,DE
D2,22/09/02,Greuther Furth,Braunschweig,3,0,H,2,0,H,1.667,3.4,4.333,1.6,3.35,4.7,1.55,3.5,4.8,1.615,3.4,4.6,1.55,3.45,5.0,1.7,1.95,DE
D2,22/09/02,Oberhausen,Ein Trier,2,1,H,0,1,A,2.1,3.2,2.875,2.1,3.25,2.95,2.0,3.1,3.2,2.0,3.25,3.1,2.15,3.15,2.8,1.95,1.75,DE
D2,22/09/02,St Pauli,Mainz,1,4,A,0,0,D,2.2,3.2,2.625,2.35,3.2,2.65,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.15,2.75,1.7,2.1,DE
D2,23/09/02,Karlsruhe,Ein Frankfurt,0,2,A,0,1,A,2.625,3.25,2.25,2.6,3.2,2.3,2.7,3.0,2.3,2.625,3.2,2.3,2.5,3.1,2.4,1.91,1.83,DE
D2,27/09/02,Braunschweig,FC Koln,1,1,D,1,0,H,3.75,3.25,1.83,3.75,3.4,1.77,3.4,3.2,1.9,3.5,3.25,1.85,3.5,3.1,1.9,1.8,1.9,DE
D2,27/09/02,Mannheim,St Pauli,2,5,A,1,2,A,2.0,3.2,3.2,1.95,3.29,3.57,2.1,3.0,3.1,1.909,3.25,3.3,1.9,3.25,3.3,1.6,2.18,DE
D2,27/09/02,Union Berlin,Greuther Furth,2,2,D,2,2,D,1.8,3.25,3.75,2.0,3.3,3.6,2.0,3.1,3.2,1.85,3.25,3.5,1.9,3.25,3.3,1.8,1.9,DE
D2,29/09/02,Ahlen,Karlsruhe,2,2,D,0,1,A,1.62,3.5,4.5,1.65,3.4,4.5,1.6,3.4,4.6,1.67,3.2,4.5,1.7,3.35,4.0,1.65,1.95,DE
D2,29/09/02,Ein Frankfurt,Duisburg,2,1,H,1,1,D,1.62,3.5,4.5,1.62,3.4,4.9,1.55,3.5,4.8,1.62,3.4,4.5,1.5,3.55,5.25,1.65,1.96,DE
D2,29/09/02,Ein Trier,Aachen,4,1,H,2,0,H,1.8,3.25,3.75,1.75,3.3,4.0,1.75,3.2,4.0,1.75,3.3,3.8,1.7,3.35,4.0,1.65,1.95,DE
D2,29/09/02,Lubeck,Burghausen,3,1,H,1,0,H,1.8,3.25,3.75,1.87,3.3,3.6,1.9,3.1,3.5,1.85,3.25,3.5,1.85,3.3,3.4,1.65,2.12,DE
D2,29/09/02,Oberhausen,Reutlingen,3,1,H,0,1,A,1.727,3.4,4.0,1.92,3.3,3.6,1.9,3.1,3.5,1.83,3.25,3.6,1.9,3.25,3.3,1.7,1.9,DE
D2,30/09/02,Mainz,Freiburg,0,0,D,0,0,D,2.4,3.25,2.5,2.38,3.2,2.55,2.4,3.0,2.6,2.4,3.2,2.5,2.3,3.2,2.55,1.75,2.05,DE
D2,04/10/02,Burghausen,Braunschweig,4,2,H,2,0,H,1.667,3.4,4.333,1.65,3.4,4.25,1.65,3.3,4.4,1.667,3.4,4.2,1.8,3.3,3.6,,,DE
D2,04/10/02,Freiburg,Mannheim,4,1,H,3,1,H,1.333,4.0,8.0,1.31,4.25,7.6,1.35,4.0,7.0,1.333,4.0,7.5,1.4,3.65,6.7,1.6,2.16,DE
D2,04/10/02,St Pauli,Oberhausen,0,0,D,0,0,D,2.2,3.25,2.75,2.05,3.1,3.2,2.0,3.1,3.2,2.1,3.25,2.875,2.0,3.25,3.05,1.6,2.16,DE
D2,06/10/02,Aachen,Ein Frankfurt,1,0,H,1,0,H,2.625,3.2,2.3,2.57,3.25,2.3,2.5,3.0,2.5,2.6,3.2,2.3,2.65,3.15,2.25,1.8,1.9,DE
D2,06/10/02,Duisburg,Ahlen,2,1,H,1,1,D,2.1,3.2,3.0,2.01,3.15,3.25,2.1,3.0,3.1,1.909,3.2,3.4,2.0,3.25,3.05,1.7,1.95,DE
D2,06/10/02,Greuther Furth,Mainz,2,0,H,0,0,D,2.25,3.2,2.75,2.21,3.15,2.85,2.1,3.0,3.1,2.2,3.2,2.75,2.1,3.15,2.9,1.75,1.9,DE
D2,06/10/02,Karlsruhe,Lubeck,1,2,A,1,0,H,2.25,3.2,2.75,2.17,3.15,2.85,2.0,3.1,3.2,2.25,3.25,2.625,2.3,3.15,2.6,1.75,1.9,DE
D2,06/10/02,Reutlingen,Ein Trier,3,2,H,2,0,H,2.0,3.2,3.2,2.07,3.1,3.1,2.1,3.0,3.1,2.0,3.3,3.0,2.1,3.1,2.95,1.75,1.95,DE
D2,07/10/02,FC Koln,Union Berlin,7,0,H,4,0,H,1.7,3.2,4.5,1.65,3.42,4.65,1.6,3.4,4.6,1.67,3.4,4.2,1.6,3.4,4.6,1.65,2.11,DE
D2,18/10/02,Ahlen,Aachen,1,2,A,0,0,D,1.909,3.25,3.4,1.96,3.15,3.0,1.75,3.2,4.0,1.95,3.2,3.3,1.85,3.25,3.5,,,DE
D2,18/10/02,Ein Trier,Ein Frankfurt,2,2,D,2,1,H,2.25,3.2,2.75,2.3,3.15,2.75,2.3,3.1,2.6,2.25,3.2,2.7,2.3,3.2,2.6,,,DE
D2,18/10/02,Lubeck,Duisburg,1,1,D,0,1,A,1.667,3.4,4.333,1.75,3.35,4.31,1.85,3.1,3.6,1.667,3.4,4.333,1.85,3.25,3.5,,,DE
D2,20/10/02,Braunschweig,Karlsruhe,1,2,A,1,1,D,1.909,3.25,3.4,2.03,3.2,3.36,2.1,3.1,3.0,2.0,3.2,3.2,2.1,3.1,3.0,1.7,1.95,DE
D2,20/10/02,Mannheim,Greuther Furth,0,0,D,0,0,D,2.5,3.25,2.4,2.65,3.21,2.35,2.6,3.1,2.3,2.6,3.25,2.3,2.7,3.1,2.25,1.7,1.93,DE
D2,20/10/02,Oberhausen,Freiburg,1,0,H,1,0,H,2.5,3.1,2.5,2.62,3.2,2.5,2.5,3.0,2.5,2.4,3.2,2.5,2.6,3.0,2.4,1.7,1.93,DE
D2,20/10/02,Reutlingen,St Pauli,2,0,H,0,0,D,1.909,3.25,3.4,2.0,3.2,3.36,2.0,3.1,3.2,2.0,3.2,3.2,1.8,3.2,3.75,1.6,2.1,DE
D2,20/10/02,Union Berlin,Burghausen,2,2,D,0,1,A,1.8,3.3,3.75,1.81,3.4,4.0,1.85,3.1,3.6,1.833,3.3,3.6,1.8,3.2,3.75,1.65,2.0,DE
D2,21/10/02,Mainz,FC Koln,2,2,D,2,1,H,2.5,3.1,2.5,2.47,3.18,2.55,2.4,2.9,2.7,2.375,3.25,2.5,2.45,3.15,2.45,1.75,1.91,DE
D2,25/10/02,Aachen,Lubeck,4,1,H,1,0,H,2.1,3.25,2.875,2.1,3.25,2.91,2.1,3.0,3.1,2.1,3.2,2.9,2.05,3.25,2.9,1.8,1.8,DE
D2,25/10/02,Burghausen,Mainz,0,2,A,0,1,A,2.2,3.2,2.8,2.27,3.26,2.7,2.3,3.0,2.7,2.25,3.1,2.7,2.3,3.2,2.55,1.65,2.0,DE
D2,25/10/02,FC Koln,Mannheim,3,1,H,2,1,H,1.3,4.333,8.0,1.29,4.51,9.0,1.3,4.2,8.0,1.3,4.2,8.0,1.3,4.0,8.5,1.5,2.35,DE
D2,27/10/02,Ein Frankfurt,Ahlen,4,1,H,4,1,H,1.615,3.5,4.5,1.61,3.45,5.0,1.55,3.5,4.8,1.571,3.4,5.0,1.5,3.5,5.4,1.6,2.05,DE
D2,27/10/02,Freiburg,Reutlingen,1,4,A,1,4,A,1.533,3.6,5.0,1.57,3.45,5.0,1.5,3.7,5.0,1.533,3.6,5.0,1.6,3.4,4.6,1.5,2.25,DE
D2,27/10/02,Greuther Furth,Oberhausen,2,2,D,2,0,H,1.909,3.25,3.4,1.96,3.2,3.35,1.9,3.1,3.5,1.909,3.25,3.3,1.85,3.3,3.4,1.9,1.7,DE
D2,27/10/02,Karlsruhe,Union Berlin,3,2,H,1,0,H,2.25,3.4,2.625,2.35,3.2,2.6,2.2,3.0,2.9,2.25,3.2,2.625,2.1,3.25,2.8,1.9,1.8,DE
D2,27/10/02,St Pauli,Ein Trier,0,0,D,0,0,D,2.1,3.25,2.875,2.12,3.25,2.91,2.0,3.1,3.2,2.1,3.2,2.9,2.2,3.2,2.7,1.65,1.95,DE
D2,28/10/02,Duisburg,Braunschweig,1,1,D,1,1,D,1.5,3.75,5.5,1.65,3.5,5.0,1.65,3.3,4.4,1.533,3.6,5.0,1.55,3.5,4.8,1.55,2.18,DE
D2,01/11/02,Lubeck,Ein Frankfurt,1,3,A,0,2,A,2.375,3.1,2.625,2.3,3.2,2.6,2.4,3.0,2.6,2.4,3.2,2.5,2.45,3.1,2.45,1.65,1.95,DE
D2,01/11/02,Oberhausen,FC Koln,2,2,D,0,1,A,2.4,3.2,2.5,2.4,3.1,2.55,2.5,3.0,2.5,2.4,3.2,2.5,2.5,3.05,2.45,1.8,1.8,DE
D2,01/11/02,St Pauli,Freiburg,0,1,A,0,1,A,2.625,3.1,2.375,2.6,3.2,2.3,2.5,3.0,2.5,2.625,3.2,2.3,2.9,3.05,2.15,1.7,1.9,DE
D2,01/11/02,Union Berlin,Duisburg,0,0,D,0,0,D,2.0,3.2,3.2,1.91,3.2,3.4,1.9,3.1,3.5,1.909,3.2,3.5,2.05,3.0,3.15,1.65,1.95,DE
D2,03/11/02,Braunschweig,Aachen,2,3,A,2,2,D,2.5,3.1,2.5,2.35,3.05,2.65,2.2,3.0,2.9,2.4,3.2,2.5,2.35,3.15,2.55,1.7,1.9,DE
D2,03/11/02,Ein Trier,Ahlen,2,1,H,0,0,D,1.727,3.2,4.333,1.66,3.3,4.5,1.7,3.2,4.2,1.667,3.4,4.333,1.65,3.35,4.3,1.55,2.15,DE
D2,03/11/02,Mannheim,Burghausen,0,4,A,0,1,A,2.4,3.2,2.5,2.35,3.15,2.55,2.2,3.0,2.9,2.4,3.2,2.5,2.3,3.1,2.65,1.65,1.95,DE
D2,03/11/02,Reutlingen,Greuther Furth,2,4,A,1,1,D,1.909,3.25,3.4,2.01,3.2,3.1,2.1,3.0,3.1,1.909,3.25,3.4,2.1,3.15,2.9,1.7,1.9,DE
D2,04/11/02,Mainz,Karlsruhe,2,2,D,0,0,D,1.727,3.2,4.333,1.65,3.3,4.5,1.65,3.3,4.4,1.615,3.3,4.75,1.6,3.35,4.7,1.66,2.11,DE
D2,08/11/02,Aachen,Union Berlin,3,0,H,2,0,H,1.8,3.25,3.75,1.81,3.3,4.19,1.85,3.1,3.6,1.7,3.4,4.0,1.7,3.3,4.1,1.65,2.0,DE
D2,08/11/02,Burghausen,Oberhausen,3,0,H,2,0,H,2.25,3.2,2.75,2.26,3.18,2.77,2.2,3.0,2.9,2.1,3.2,2.875,2.1,3.15,2.9,1.65,2.0,DE
D2,08/11/02,Ein Frankfurt,Braunschweig,0,0,D,0,0,D,1.3,4.33,8.0,1.33,4.33,7.65,1.35,4.0,7.0,1.3,4.2,8.0,1.3,4.2,7.7,1.47,2.35,DE
D2,10/11/02,Ahlen,Lubeck,1,0,H,1,0,H,2.25,3.2,2.75,2.25,3.3,3.0,2.1,3.0,3.1,2.1,3.2,2.9,2.15,3.15,2.8,1.68,2.0,DE
D2,10/11/02,Duisburg,Mainz,1,0,H,1,0,H,2.25,3.2,2.7,2.45,3.2,2.68,2.3,2.9,2.8,2.25,3.2,2.625,2.35,3.1,2.55,1.73,2.0,DE
D2,10/11/02,FC Koln,Reutlingen,1,1,D,1,1,D,1.57,3.5,5.0,1.57,3.75,5.1,1.55,3.5,4.8,1.533,3.5,5.0,1.5,3.55,5.25,1.5,2.38,DE
D2,10/11/02,Greuther Furth,St Pauli,2,1,H,1,0,H,1.66,3.25,4.5,1.67,3.55,4.4,1.75,3.2,4.0,1.615,3.4,4.5,1.55,3.5,4.8,1.7,2.02,DE
D2,10/11/02,Karlsruhe,Mannheim,1,1,D,1,0,H,1.72,3.25,4.0,1.6,3.55,4.5,1.7,3.2,4.2,1.571,3.4,5.0,1.7,3.2,4.25,1.66,2.05,DE
D2,11/11/02,Freiburg,Ein Trier,1,0,H,1,0,H,1.66,3.25,4.5,1.68,3.48,4.75,1.7,3.2,4.2,1.615,3.4,4.5,1.65,3.3,4.4,1.55,2.1,DE
D2,15/11/02,Braunschweig,Ahlen,1,0,H,1,0,H,2.3,3.2,2.625,2.32,3.26,2.9,2.2,3.0,2.9,2.25,3.25,2.7,2.1,3.15,2.9,,,DE
D2,15/11/02,Mainz,Aachen,3,1,H,1,1,D,2.0,3.2,3.2,1.89,3.3,3.52,1.85,3.1,3.6,1.909,3.2,3.4,1.9,3.2,3.35,,,DE
D2,15/11/02,Union Berlin,Ein Frankfurt,1,1,D,0,1,A,2.5,3.1,2.5,2.58,3.3,2.48,2.5,3.0,2.5,2.5,3.2,2.4,2.65,3.1,2.3,,,DE
D2,17/11/02,Ein Trier,Lubeck,1,3,A,0,2,A,1.727,3.2,4.333,1.72,3.3,4.0,1.8,3.1,3.8,1.727,3.25,4.2,1.7,3.3,4.1,,,DE
D2,17/11/02,Freiburg,Greuther Furth,1,1,D,1,1,D,1.727,3.2,4.333,1.7,3.25,4.2,1.75,3.2,4.0,1.7,3.3,4.2,1.65,3.3,4.4,,,DE
D2,17/11/02,Mannheim,Duisburg,1,2,A,0,0,D,2.5,3.25,2.4,2.45,3.2,2.4,2.5,3.0,2.5,2.5,3.1,2.5,2.45,3.1,2.45,,,DE
D2,17/11/02,Oberhausen,Karlsruhe,3,1,H,1,1,D,1.615,3.5,4.5,1.62,3.35,4.6,1.7,3.2,4.2,1.615,3.4,4.75,1.7,3.3,4.1,,,DE
D2,17/11/02,Reutlingen,Burghausen,0,0,D,0,0,D,1.909,3.25,3.4,1.86,3.2,3.5,1.9,3.1,3.5,1.909,3.25,3.4,1.95,3.15,3.25,,,DE
D2,18/11/02,St Pauli,FC Koln,2,3,A,1,1,D,3.0,3.2,2.1,3.0,2.95,2.15,3.1,3.0,2.1,3.0,3.2,2.1,3.45,3.0,1.95,,,DE
D2,22/11/02,Aachen,Mannheim,1,2,A,1,0,H,1.4,3.75,7.0,1.41,3.98,7.0,1.5,3.7,5.0,1.4,3.75,6.5,1.4,3.6,7.0,1.65,2.16,DE
D2,22/11/02,Ahlen,Union Berlin,1,1,D,1,0,H,2.0,3.2,3.2,2.0,3.3,3.36,1.9,3.1,3.5,2.0,3.2,3.1,2.05,3.15,3.05,1.75,2.0,DE
D2,22/11/02,Duisburg,Oberhausen,3,0,H,1,0,H,2.0,3.2,3.2,2.06,3.2,3.38,2.2,3.0,2.9,2.0,3.1,3.2,2.05,3.1,3.1,1.77,1.94,DE
D2,22/11/02,Ein Frankfurt,Mainz,1,0,H,1,0,H,1.909,3.25,3.4,1.9,3.3,3.56,2.0,3.1,3.2,1.833,3.3,3.5,1.9,3.1,3.5,1.7,2.06,DE
D2,24/11/02,Burghausen,St Pauli,1,1,D,0,0,D,1.571,3.5,5.0,1.6,3.45,5.0,1.7,3.2,4.2,1.6,3.5,4.5,1.55,3.45,4.9,1.6,2.05,DE
D2,24/11/02,Greuther Furth,Ein Trier,1,2,A,0,1,A,1.667,3.4,4.333,1.7,3.35,4.3,1.65,3.3,4.4,1.667,3.3,4.333,1.7,3.25,4.2,1.6,2.05,DE
D2,24/11/02,Karlsruhe,Reutlingen,0,0,D,0,0,D,2.3,3.2,2.625,2.3,3.25,2.61,2.3,3.0,2.7,2.3,3.2,2.6,2.25,3.1,2.7,1.65,1.95,DE
D2,24/11/02,Lubeck,Braunschweig,2,1,H,0,1,A,1.667,3.4,4.333,1.7,3.35,4.36,1.75,3.2,4.0,1.667,3.3,4.333,1.7,3.3,4.1,1.6,2.05,DE
D2,25/11/02,FC Koln,Freiburg,1,0,H,1,0,H,2.0,3.2,3.2,1.95,3.1,3.41,2.0,3.1,3.2,2.0,3.1,3.2,1.95,3.0,3.45,1.7,1.9,DE
D2,29/11/02,Mannheim,Ein Frankfurt,0,1,A,0,0,D,3.4,3.25,1.909,3.7,3.34,1.95,3.5,3.1,1.9,3.5,3.3,1.85,3.4,3.15,1.9,1.78,1.96,DE
D2,17/03/03,Mannheim,Freiburg,0,3,A,0,0,D,2.87,3.0,2.25,2.8,3.05,2.25,3.1,3.0,2.1,3.0,3.1,2.1,2.95,3.1,2.1,1.85,1.75,DE
D2,21/03/03,Aachen,Ahlen,3,0,H,2,0,H,1.727,3.25,4.333,1.75,3.25,4.1,1.7,3.2,4.2,1.727,3.4,3.8,1.75,3.15,4.0,1.55,2.15,DE
D2,21/03/03,Ein Frankfurt,Ein Trier,2,3,A,1,1,D,1.727,3.25,4.333,1.7,3.3,4.3,1.7,3.2,4.2,1.727,3.4,3.8,1.75,3.15,4.0,1.8,1.8,DE
D2,21/03/03,St Pauli,Reutlingen,1,2,A,1,1,D,2.0,3.2,3.2,1.95,3.25,3.3,2.1,3.0,3.1,1.95,3.2,3.2,1.85,3.15,3.6,1.6,2.05,DE
